Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
49354511,The Dictionary of Lost Words,Pip Williams,"Williams, Pip",,"=""1925972593""","=""9781925972597""",0,4.02,Affirm Press,Paperback,384,2021,2020,,2024/09/28,to-read,to-read (#261),to-read,,,,0,0
2657,To Kill a Mockingbird,Harper Lee,"Lee, Harper",,"=""0060935464""","=""9780060935467""",5,4.26,Harper Perennial Modern Classics ,Paperback,323,2006,1960,,2011/08/26,"top-100-book-poster, favorites","top-100-book-poster (#99), favorites (#20)",read,,,,1,0
12854800,"The Killing Moon (Dreamblood, #1)",N.K. Jemisin,"Jemisin, N.K.",,"=""0316187283""","=""9780316187282""",0,3.96,Orbit,Paperback,418,2012,2012,,2024/09/27,to-read,to-read (#260),to-read,,,,0,0
28251249,We Have Always Lived in the Castle,Shirley Jackson,"Jackson, Shirley",,"=""0143129546""","=""9780143129547""",4,3.92,Penguin Classics,Paperback,146,2016,1962,2024/07/10,2024/05/25,griff-leah-book-club,griff-leah-book-club (#25),read,Creepy and well written - I was between four and five stars. The narrator’s age really surprised me and made the whole thing have a darker feel,,,1,0
52922101,Recursion,Blake Crouch,"Crouch, Blake",,"=""1509866671""","=""9781509866670""",5,4.17,Pan,Paperback,432,2020,2019,2024/08/18,2024/05/23,"nyc-collection, griff-leah-book-club","nyc-collection (#188), griff-leah-book-club (#24)",read,Crouch is an expert in trippy books that can be hard to follow since you want to turn the pages as fast as possible. I liked this book more than Dark Matter and will definitely read his other work. ,,,1,0
201750794,The Bright Sword,Lev Grossman,"Grossman, Lev",,"=""0735224048""","=""9780735224049""",0,4.00,Viking,Hardcover,673,2024,2024,,2024/09/25,to-read,to-read (#259),to-read,,,,0,0
52702097,Piranesi,Susanna Clarke,"Clarke, Susanna",,"=""""","=""""",5,4.22,Bloomsbury Publishing,Kindle Edition,246,2020,2020,2024/09/23,2023/11/11,,,read,"Fun and weird, with the mystery opening slowly and world building done well",,,1,0
38390751,The Infinite Game,Simon Sinek,"Sinek, Simon",,"=""073521350X""","=""9780735213500""",0,4.17,Portfolio,Hardcover,251,2019,2017,,2024/09/23,to-read,to-read (#258),to-read,,,,0,0
101160844,The River We Remember,William Kent Krueger,"Krueger, William Kent",,"=""198217921X""","=""9781982179212""",3,4.26,Atria Books,Hardcover,432,2023,2023,2024/09/21,2024/09/20,,,read,"Mystery that was set in a small town. Felt like an off brand Grisham book, not bad but characters were sometimes lacking ",,,1,0
71984,"Ghost Wars: The Secret History of the CIA, Afghanistan, and Bin Laden from the Soviet Invasion to September 10, 2001",Steve Coll,"Coll, Steve",,"=""0143034669""","=""9780143034667""",0,4.31,Penguin Books (London),Paperback,712,2004,2004,,2024/09/20,to-read,to-read (#257),to-read,,,,0,0
38190066,Kindred,Octavia E. Butler,"Butler, Octavia E.",Ayọ̀bámi Adébáyọ̀,"=""1472258223""","=""9781472258229""",5,4.31,Headline Book Publishing,Paperback,295,2018,1979,2024/06/03,2024/03/28,,,read,,,,1,0
57693406,The Kaiju Preservation Society,John Scalzi,"Scalzi, John",,"=""0765389126""","=""9780765389121""",0,3.98,Tor Books,Hardcover,264,2022,2022,,2024/09/14,to-read,to-read (#256),to-read,,,,0,0
36315977,"Shadow and Bone (The Shadow and Bone Trilogy, #1)",Leigh Bardugo,"Bardugo, Leigh",,"=""""","=""""",0,3.92,Henry Holt and Co.,Kindle Edition,369,2012,2012,,2024/09/14,to-read,to-read (#255),to-read,,,,0,0
199347538,"Somewhere Beyond the Sea (Cerulean Chronicles, #2)",T.J. Klune,"Klune, T.J.",,"=""125088120X""","=""9781250881205""",0,4.19,Tor Books,Hardcover,416,2024,2024,,2024/09/14,to-read,to-read (#254),to-read,,,,0,0
199927764,Navola,Paolo Bacigalupi,"Bacigalupi, Paolo",,"=""0593535057""","=""9780593535059""",0,3.89,Knopf,Hardcover,576,2024,2024,,2024/09/14,to-read,to-read (#253),to-read,,,,0,0
12859500,The Pale King,David Foster Wallace,"Wallace, David Foster",,"=""0316074225""","=""9780316074223""",0,3.97,Back Bay Books,Paperback,592,2012,2011,,2024/09/14,to-read,to-read (#252),to-read,,,,0,0
22374,Batman: Arkham Asylum - A Serious House on Serious Earth,Grant Morrison,"Morrison, Grant",Dave McKean,"=""1401204252""","=""9781401204259""",3,4.11,Dc Comics,Paperback,216,2005,1989,2024/09/09,2024/08/16,nyc-collection,nyc-collection (#196),read,,,,1,0
15798376,"Batman, Volume 1: The Court of Owls",Scott Snyder,"Snyder, Scott","Greg Capullo, Jonathan Glapion","=""1401235425""","=""9781401235420""",4,4.34,Dc Comics,Paperback,176,2013,2012,2024/09/07,2024/08/16,nyc-collection,nyc-collection (#197),read,,,,1,0
18077769,"Authority (Southern Reach, #2)",Jeff VanderMeer,"VanderMeer, Jeff",,"=""0374104107""","=""9780374104108""",3,3.55,"Farrar, Straus and Giroux",Paperback,341,2014,2014,2024/09/06,2024/09/02,,,read,"I’m not sure how to feel about this book. It didn’t go how I expected, but not in a bad way. Creepy and weird but still entertaining enough to keep going",,,1,0
17934530,"Annihilation (Southern Reach, #1)",Jeff VanderMeer,"VanderMeer, Jeff",,"=""0374104093""","=""9780374104092""",4,3.79,"Farrar, Straus and Giroux",Paperback,195,2014,2014,2024/09/02,2024/08/28,,,read,Creepy but well written,,,1,0
8664353,"Unbroken: A World War II Story of Survival, Resilience and Redemption",Laura Hillenbrand,"Hillenbrand, Laura",,"=""1400064163""","=""9781400064168""",0,4.39,Random House,Hardcover,475,2010,2010,,2012/04/14,"4th-quarter, nyc-collection","4th-quarter (#16), nyc-collection (#221)",read,,,,1,0
5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""043965548X""","=""9780439655484""",5,4.58,Scholastic Inc.,Mass Market Paperback,435,2004,1999,,2023/09/12,"home-collection, nyc-collection","home-collection (#40), nyc-collection (#219)",read,,,,1,0
15881,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""""","=""""",5,4.43,Arthur A. Levine Books,Hardcover,352,1999,1998,,2023/09/12,"home-collection, nyc-collection","home-collection (#39), nyc-collection (#218)",read,,,,1,0
34928122,Artemis,Andy Weir,"Weir, Andy",,"=""0553448129""","=""9780553448122""",5,3.69,Crown,Hardcover,305,2017,2017,2024/05/25,2024/05/23,nyc-collection,nyc-collection (#217),read,,,,1,0
199531649,America Fantastica,Tim O'Brien,"O'Brien, Tim",,"=""0063318512""","=""9780063318519""",0,3.45,Mariner Books,Paperback,464,2024,2023,,2024/08/28,to-read,to-read (#251),to-read,,,,0,0
55713987,"Foundation (Foundation, #1)",Isaac Asimov,"Asimov, Isaac",,"=""""","=""""",5,4.17,Spectra,ebook,255,2004,1951,2024/08/27,2023/11/11,nyc-collection,nyc-collection (#183),read,Who needs character development? The plot was fun and I really enjoyed how the time skips showed the long term plans and how they played out,,,1,0
22752442,"Area X: The Southern Reach Trilogy (Southern Reach, #1-3)",Jeff VanderMeer,"VanderMeer, Jeff",,"=""0374261172""","=""9780374261177""",0,3.86,FSG Originals,Hardcover,595,2014,2014,,2024/08/26,"to-read, nyc-collection","to-read (#250), nyc-collection (#216)",to-read,,,,0,0
119322,"The Golden Compass (His Dark Materials, #1)",Philip Pullman,"Pullman, Philip",,"=""0679879242""","=""9780679879244""",4,4.03,RANDOM HOUSE TRADE @,Hardcover,399,1996,1995,2024/08/26,2024/06/28,nyc-collection,nyc-collection (#187),read,"Really well written with a lot of twists I didn’t see coming. Eventually I’ll read book 2, but it isn’t jumping to the top of my list.",,,1,0
52880778,"Red Rising (Red Rising, #1)",Pierce Brown,"Brown, Pierce",,"=""034553980X""","=""9780345539809""",5,4.27,Del Rey,Paperback,400,2014,2014,,2024/03/28,,,read,,,,0,0
59924813,"Tokyo Revengers, Vol. 1-2 (Tokyo Revengers 2-in-1 Omnibus, #1)",Ken Wakui,"Wakui, Ken",,"=""1638585717""","=""9781638585718""",0,4.33,Seven Seas,Paperback,398,2022,,,2024/08/16,"to-read, nyc-collection","to-read (#244), nyc-collection (#208)",to-read,,,,0,0
57891,Battle Royale,Koushun Takami,"Takami, Koushun",,"=""156931778X""","=""9781569317785""",0,4.26,"VIZ, LLC",Paperback,624,2003,1999,,2024/08/24,to-read,to-read (#249),to-read,,,,0,0
11872850,The Man in the High Castle,Philip K. Dick,"Dick, Philip K.",,"=""0547572484""","=""9780547572482""",3,3.59,Mariner Books Classics,Paperback,274,2012,1962,2024/08/22,2023/08/06,,,read,Interesting premise but I’m not sure I enjoyed the execution as much as I expected I would.,,,1,0
16304,"Murder on the Orient Express (Hercule Poirot, #10)",Agatha Christie,"Christie, Agatha",,"=""0425200450""","=""9780425200452""",4,4.20,Berkley,Paperback,322,2004,1934,,2012/01/18,nyc-collection,nyc-collection (#215),read,,,,1,0
35433332,"Devilman: The Classic Collection, Vol. 1",Go Nagai,"Nagai, Go",Zack Davisson,"=""162692757X""","=""9781626927575""",0,4.04,Seven Seas,Hardcover,680,2018,1972,,2024/08/16,"to-read, nyc-collection","to-read (#248), nyc-collection (#214)",to-read,,,,0,0
61317867,Tombs: Junji Ito Story Collection,Junji Ito,"Ito, Junji",,"=""1974736040""","=""9781974736041""",0,4.22,VIZ Media LLC,Hardcover,344,2023,1994,,2024/08/16,"to-read, nyc-collection","to-read (#247), nyc-collection (#213)",to-read,,,,0,0
3430693,"Black Lagoon, Vol. 1",Rei Hiroe,"Hiroe, Rei",,"=""142151382X""","=""9781421513829""",0,4.11,VIZ Media LLC,Paperback,206,2008,2002,,2024/08/16,"to-read, nyc-collection","to-read (#246), nyc-collection (#211)",to-read,,,,0,0
39934915,"Mob Psycho 100, Volume 1 (Mob Psycho 100, #1)",ONE,"ONE, ONE",,"=""1506709877""","=""9781506709871""",0,4.21,Dark Horse Manga,Paperback,200,2018,2012,,2024/08/16,"to-read, nyc-collection","to-read (#245), nyc-collection (#209)",to-read,,,,0,0
53298426,The Batman Who Laughs,Scott Snyder,"Snyder, Scott",Jock,"=""1779504462""","=""9781779504463""",0,3.76,Dc Comics,Paperback,232,2021,2019,,2024/08/16,"to-read, nyc-collection","to-read (#243), nyc-collection (#207)",to-read,,,,0,0
17671972,"Suicide Squad, Volume 3: Death is for Suckers",Adam Glass,"Glass, Adam","Henrik Jonsson, Sandu Florea, Cliff Richards, Fernando Dagnino","=""1401243169""","=""9781401243166""",0,3.85,Dc Comics,Paperback,144,2013,2013,,2024/08/16,"to-read, nyc-collection","to-read (#242), nyc-collection (#206)",to-read,,,,0,0
36290217,"Hellboy Omnibus, Volume 1: Seed of Destruction",Mike Mignola,"Mignola, Mike","John Byrne, Mark Chiarello, Dave Stewart","=""1506706665""","=""9781506706665""",0,4.41,Dark Horse Books,Paperback,368,2018,2018,,2024/08/16,"to-read, nyc-collection","to-read (#241), nyc-collection (#205)",to-read,,,,0,0
38369242,Batman: White Knight,Sean Gordon Murphy,"Murphy, Sean Gordon",Matt Hollingsworth,"=""1401279597""","=""9781401279592""",0,4.30,Dc Black Label,Paperback,232,2018,2018,,2024/08/16,"to-read, nyc-collection","to-read (#240), nyc-collection (#201)",to-read,,,,0,0
56475188,The Joker War Saga,James Tynion IV,"IV, James Tynion",Jorge Jiménez,"=""1779511795""","=""9781779511799""",0,3.71,Dc Comics,Hardcover,336,2021,2021,,2024/08/16,"to-read, nyc-collection","to-read (#239), nyc-collection (#200)",to-read,,,,0,0
59980,Batman: Year One,Frank Miller,"Miller, Frank","David Mazzucchelli, Richmond Lewis, Dennis O'Neil, Todd Klein","=""1401207529""","=""9781401207526""",0,4.24,DC Comics,Paperback,144,2007,1988,,2024/08/16,"to-read, nyc-collection","to-read (#238), nyc-collection (#199)",to-read,,,,0,0
21971622,"Vinland Saga Omnibus, Vol. 6",Makoto Yukimura,"Yukimura, Makoto",,"=""1612628036""","=""9781612628035""",0,4.57,Kodansha Comics,Hardcover,398,2015,2015,,2024/08/16,"to-read, nyc-collection","to-read (#237), nyc-collection (#195)",to-read,,,,0,0
20600391,"Vinland Saga Omnibus, Vol. 5",Makoto Yukimura,"Yukimura, Makoto",,"=""1612624243""","=""9781612624242""",0,4.56,Kodansha Comics,Hardcover,432,2014,2014,,2024/08/16,"to-read, nyc-collection","to-read (#236), nyc-collection (#194)",to-read,,,,0,0
39943621,"Fire & Blood (A Targaryen History, #1)",George R.R. Martin,"Martin, George R.R.",Doug Wheatley,"=""152479628X""","=""9781524796280""",0,4.05,Random House Worlds,Hardcover,706,2018,2018,,2024/08/16,"to-read, nyc-collection","to-read (#235), nyc-collection (#193)",to-read,,,,0,0
24213,Alice’s Adventures in Wonderland / Through the Looking-Glass,Lewis Carroll,"Carroll, Lewis","Martin Gardner, John Tenniel","=""""","=""""",0,4.07,Penguin Group (USA),Paperback,239,2000,1871,,2024/08/16,nyc-collection,nyc-collection (#192),read,,,,1,0
11,"The Hitchhiker’s Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)",Douglas Adams,"Adams, Douglas",,"=""""","=""""",0,4.23,Del Rey Books,Mass Market Paperback,216,2005,1979,,2023/10/19,"top-100-book-poster, nyc-collection","top-100-book-poster (#66), nyc-collection (#191)",read,,,,1,0
968,"The da Vinci Code (Robert Langdon, #2)",Dan    Brown,"Brown, Dan",,"=""""","=""""",0,3.93,Anchor,Paperback,489,2006,2003,,2024/08/16,nyc-collection,nyc-collection (#190),read,,,,1,0
199550833,Camino Ghosts (Camino Island #3),John Grisham,"Grisham, John",,"=""0385545991""","=""9780385545990""",5,4.20,Doubleday,Hardcover,292,2024,2024,2024/08/16,2024/03/28,,,read,"Less of a legal thriller and more of historical fiction, Grisham proves again that everything he writes is a page turner!",,,1,0
29227774,"Light Bringer (Red Rising Saga, #6)",Pierce Brown,"Brown, Pierce",,"=""1473646804""","=""9781473646803""",5,4.75,Hodder & Stoughton,Hardcover,682,2023,2023,2024/08/14,2024/08/06,,,read,"Brown knows how to build and maintain suspense, and his willingness to sacrifice characters and plotlines makes every book a roller coaster. Can’t wait for the final book!",,,1,0
58416952,"The Will of the Many (Hierarchy, #1)",James  Islington,"Islington, James",,"=""1982141190""","=""9781982141196""",0,4.61,Gallery / Saga Press,Kindle Edition,639,2023,2023,,2024/08/11,to-read,to-read (#234),to-read,,,,0,0
29226553,"Dark Age (Red Rising Saga, #5)",Pierce Brown,"Brown, Pierce",,"=""0425285952""","=""9780425285954""",5,4.49,Del Rey,ebook,704,2019,2019,2024/08/09,2024/08/06,,,read,"This book had some weird moments, and some storylines that I didn’t love, but the end was really well done. Will immediately start the next book ",,,1,0
61657799,"Red God (Red Rising Saga, #7)",Pierce Brown,"Brown, Pierce",,"=""""","=""""",0,4.49,,Unknown Binding,,2025,2025,,2024/08/08,to-read,to-read (#233),to-read,,,,0,0
33257757,"Iron Gold (Red Rising Saga, #4)",Pierce Brown,"Brown, Pierce",,"=""042528591X""","=""9780425285916""",4,4.22,Del Rey,Hardcover,602,2018,2018,2024/08/06,2024/05/27,,,read,"This one was a fitting return after the original trilogy. It had a lot of set up and introduced a lot of new characters, so I’m not sure I liked it as much as the others, but it was good in its own right and I expect the next few to build upon it.",,,1,0
180357146,The Covenant of Water,Abraham   Verghese,"Verghese, Abraham",,"=""0802162177""","=""9780802162175""",0,4.43,Grove Press,Hardcover,724,2023,2023,,2024/07/25,to-read,to-read (#232),to-read,,,,0,0
216690780,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown,"Brown, Daniel James",,"=""""","=""""",5,4.39,Penguin Books,Paperback,404,2017,2013,2024/01/17,2024/07/21,nyc-collection,nyc-collection (#152),read,,,,2,0
10572,"A Clash of Kings  (A Song of Ice and Fire, #2)",George R.R. Martin,"Martin, George R.R.",,"=""0553381695""","=""9780553381696""",0,4.42,Random House Worlds,Paperback,1009,2002,1998,,2024/07/13,to-read,to-read (#231),to-read,,,,0,0
13496,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,"Martin, George R.R.",,"=""0553588486""","=""9780553588484""",5,4.45,Bantam,Mass Market Paperback,835,2005,1996,2024/07/13,2023/10/19,top-100-book-poster,top-100-book-poster (#68),read,"I liked reading this book more than watching the show, since I felt a bit more separated from some of the more violent scenes. Will be reading the rest in the future",,,1,0
902,The Westing Game,Ellen Raskin,"Raskin, Ellen",,"=""014240120X""","=""9780142401200""",0,4.00,Puffin,Paperback,182,2004,1978,,2023/10/13,,,read,,,,1,0
6219656,The Lottery,Shirley Jackson,"Jackson, Shirley",,"=""1563127873""","=""9781563127878""",5,4.05,Perfection Learning,Paperback,30,1990,1948,2024/07/11,2024/07/11,,,read,I wanted to read this short story after reading We Have Always Lived in the Castle. Knowing what to expect with Jackson made this story very different from the last book - she lulls you into a sense of security but there’s always a sense of impending doom,,,1,0
52796744,"Ninth House (Alex Stern, #1)",Leigh Bardugo,"Bardugo, Leigh",,"=""1250785944""","=""9781250785947""",3,4.01,St. Martin's Paperbacks,Mass Market Paperback,494,2020,2019,2024/07/10,2023/11/11,,,read,Lots of twists kept the plot interesting but also made it hard to follow at times. Some random changes of narration and perspective. ,,,1,0
150641237,Kitchen Confidential Updated Edition: Adventures in the Culinary Underbelly (P.S.) by Anthony Bourdain(2014-10-01),Anthony Bourdain,"Bourdain, Anthony",,"=""""","=""""",4,4.18,Ecco,Unknown Binding,0,,2000,2024/07/06,2024/05/05,,,read,Interesting look at the seedier aspects of the restaurant industry,,,1,0
117833,The Master and Margarita,Mikhail Bulgakov,"Bulgakov, Mikhail","Diana Lewis Burgin, Katherine Tiernan O'Connor, Ellendea Proffer, Hans Fronius, Михаил Афанасьевич Булгаков","=""0679760806""","=""9780679760801""",4,4.29,Vintage International,Paperback,372,1996,1967,2024/07/05,2023/10/19,top-100-book-poster,top-100-book-poster (#43),read,"Dark with both funny and unsettling scenes, it was really interesting to read the novel after having read the context in which it was published",,,1,0
