Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
32829,Journey to the Center of the Earth,Jules Verne,"Verne, Jules","Lowell Bair, Kim Stanley Robinson","=""0553213970""","=""9780553213973""",0,3.85,Bantam,Mass Market Paperback,240,1991,1864,,2024/10/26,"nyc-collection, currently-reading","nyc-collection (#228), currently-reading (#1)",currently-reading,,,,1,0
220160351,The Ministry of Time,Kaliane Bradley,"Bradley, Kaliane",,"=""166804515X""","=""9781668045152""",0,3.60,Avid Reader Press / Simon & Schuster,Paperback,368,2025,2024,,2025/03/16,to-read,to-read (#294),to-read,,,,0,0
60568491,Fledgling,Octavia E. Butler,"Butler, Octavia E.",,"=""1538724588""","=""9781538724583""",5,3.81,Grand Central Publishing,Paperback,320,2022,2005,2025/03/15,2024/09/14,nyc-collection,nyc-collection (#227),read,Creative take on vampires and a compelling story throughout,,,1,0
40180098,The Overstory,Richard Powers,"Powers, Richard",,"=""039335668X""","=""9780393356687""",4,4.12,W.W. Norton & Company,Paperback,502,2019,2018,2025/03/15,2023/05/29,,,read,"Slow but moving, fun to read as I saw ancient trees around Charleston ",,,1,0
15858454,"Clouds above the Hill: A Historical Novel of the Russo-Japanese War, Volume 1",Ryōtarō Shiba,"Shiba, Ryōtarō","Phyllis Birnbaum, Julia Winters Carpenter, Paul McCarthy","=""0415508762""","=""9780415508766""",0,4.20,Routledge,Hardcover,390,2012,1969,,2025/03/14,to-read,to-read (#293),to-read,,,,0,0
195607632,"The Demon of Unrest: A Saga of Hubris, Heartbreak, and Heroism at the Dawn of the Civil War",Erik Larson,"Larson, Erik",,"=""0385348754""","=""9780385348751""",3,4.20,Crown,Kindle Edition,559,2024,2024,2025/03/10,2024/05/09,,,read,"This was interesting, particularly given that I plan to visit Fort Sumter tomorrow, but I felt it got bogged down in details and didn’t really talk much about what happened in the fort, nor about the war itself. ",,,1,0
60531420,The Sunlit Man,Brandon Sanderson,"Sanderson, Brandon","Ernanda Souza, Nabetse Zitro, Kudriaken","=""1938570391""","=""9781938570391""",5,4.30,Dragonsteel Entertainment,Hardcover,447,2023,2023,2025/02/03,2024/12/07,,,read,Fun to read after the Stormlight Archive. Got me interested in more cosmere books!,,,1,0
18077752,"Acceptance (Southern Reach, #3)",Jeff VanderMeer,"VanderMeer, Jeff",,"=""0374104115""","=""9780374104115""",3,3.66,"Farrar, Straus and Giroux",Paperback,341,2014,2014,2025/03/05,2025/03/01,,,read,Wrapped up well but now there’s a 4th book? This series didn’t land for me. ,,,1,0
6867,Atonement,Ian McEwan,"McEwan, Ian",,"=""038572179X""","=""9780385721790""",2,3.95,Anchor Books,Paperback,351,2003,2001,2025/03/01,2023/10/01,"top-100-book-poster, nyc-collection","top-100-book-poster (#11), nyc-collection (#236)",read,"I was very underwhelmed with this book. Over half of it is dedicated to a single day, and while the consequences of that day are felt in the remainder, there isn’t much time to address them. Beyond that, while the writing is interesting and varied, the story really isn’t. I wasn’t aware of the subject of the book before reading it and probably wouldn’t have read it had I known. ",,,1,0
44451887,"Jujutsu Kaisen, Vol. 1",Gege Akutami,"Akutami, Gege",,"=""1974710025""","=""9781974710027""",3,4.51,VIZ Media LLC,Paperback,192,2019,2018,2025/02/04,2024/08/16,nyc-collection,nyc-collection (#210),read,,,,1,0
17972257,Eve in Hollywood,Amor Towles,"Towles, Amor",,"=""""","=""9781101630921""",0,3.69,Penguin,Kindle Edition,91,2013,2013,,2025/02/24,,,read,,,,1,0
195474144,Table for Two,Amor Towles,"Towles, Amor",,"=""0593296370""","=""9780593296370""",5,4.21,Viking,Hardcover,451,2024,2024,2025/02/24,2024/10/26,nyc-collection,nyc-collection (#223),read,Amor Towles’ writing continues to pull in the reader and his rich characters intrigue you even in short stories. ,,,1,0
55361205,A Promised Land,Barack Obama,"Obama, Barack",,"=""1524763187""","=""9781524763183""",0,4.33,Crown,Kindle Edition,768,2020,2020,,2025/02/24,to-read,to-read (#292),to-read,,,,0,0
10837197,Batman: A Death in the Family,Jim Starlin,"Starlin, Jim","Marv Wolfman, Jim Aparo, Mike DeCarlo, George Pérez","=""1401232744""","=""9781401232740""",4,4.08,DC Comics,Paperback,269,2011,1988,2024/11/10,2024/08/16,nyc-collection,nyc-collection (#198),read,,,,1,0
61714633,"The Wager: A Tale of Shipwreck, Mutiny and Murder",David Grann,"Grann, David",,"=""0385534264""","=""9780385534260""",5,4.18,Doubleday,Hardcover,331,2023,2023,,2025/02/11,,,read,,,,1,0
210191773,Katabasis,R.F. Kuang,"Kuang, R.F.",,"=""0063021471""","=""9780063021471""",0,4.16,Harper Voyager,Hardcover,560,2025,2025,,2025/02/21,to-read,to-read (#291),to-read,,,,0,0
10644930,11/22/63,Stephen        King,"King, Stephen",,"=""1451627289""","=""9781451627282""",5,4.34,Scribner,Hardcover,849,2011,2011,2025/02/20,2023/01/17,nyc-collection,nyc-collection (#189),read,Really enjoyed how he handled time paradoxes and felt it had the same level of unique and intricate character mindset as Billy Summers did. ,,,1,0
9477628,Jerusalem: The Biography,Simon Sebag Montefiore,"Montefiore, Simon Sebag",,"=""0297852655""","=""9780297852650""",0,4.09,Weidenfeld & Nicolson,Hardcover,752,2011,2011,,2025/02/19,to-read,to-read (#290),to-read,,,,0,0
57773248,Notes on an Execution,Danya Kukafka,"Kukafka, Danya",,"=""0063052733""","=""9780063052734""",0,4.06,William Morrow,Hardcover,306,2022,2022,,2025/02/18,to-read,to-read (#289),to-read,,,,0,0
198281740,The Life Impossible,Matt Haig,"Haig, Matt",,"=""0593489276""","=""9780593489277""",3,3.49,Viking,Hardcover,324,2024,2024,2025/02/17,2024/10/26,"nyc-collection, griff-leah-book-club","nyc-collection (#225), griff-leah-book-club (#28)",read,I liked a lot of things about this book but ultimately the premise was a little too shaky for me and it didn’t have the flow of The Midnight Library,,,1,0
63233679,The Lottery and Other Stories,Shirley Jackson,"Jackson, Shirley",,"=""1250910153""","=""9781250910158""",3,4.02,Picador,Paperback,320,2023,1949,2025/02/16,2025/02/15,,,read,Some stories were very good. Most stories were not.,,,1,0
35133922,Educated,Tara Westover,"Westover, Tara",,"=""0399590501""","=""9780399590504""",5,4.47,Random House,Hardcover,352,2018,2018,2025/02/14,2024/10/26,nyc-collection,nyc-collection (#226),read,Incredible book about the perseverance of a woman in the face of a culture and family working against her ,,,1,0
13454654,Return of a King: The Battle for Afghanistan,William Dalrymple,"Dalrymple, William",,"=""1408818302""","=""9781408818305""",0,4.34,Bloomsbury Publishing ,Hardcover,608,2013,2013,,2025/02/11,to-read,to-read (#288),to-read,,,,0,0
77347,1776,David McCullough,"McCullough, David",,"=""0743226712""","=""9780743226714""",5,4.10,Simon & Schuster ,Hardcover,386,2005,2005,2025/02/11,2023/01/17,nyc-collection,nyc-collection (#19),read,"Really detailed account of the early revolution and Washington’s first moves to build an army. Super interesting and well done but the scope was pretty narrow, made me want more",,,1,0
57147104,"Kaiju No. 8, Vol. 1",Naoya Matsumoto,"Matsumoto, Naoya",,"=""1974725987""","=""9781974725984""",4,4.33,VIZ Media LLC,Paperback,212,2021,2020,2025/02/01,2024/08/16,nyc-collection,nyc-collection (#212),read,,,,1,0
203578847,"Wind and Truth (The Stormlight Archive, #5)",Brandon Sanderson,"Sanderson, Brandon",,"=""1250319188""","=""9781250319180""",5,4.44,Tor Books,Hardcover,1344,2024,2024,2025/01/30,2024/12/07,,,read,A great conclusion to this first arc!,,,1,0
1215032,"The Wise Man's Fear (The Kingkiller Chronicle, #2)",Patrick Rothfuss,"Rothfuss, Patrick",,"=""0756404738""","=""9780756404734""",5,4.55,DAW Books,Hardcover,994,2011,2011,2024/10/03,2024/09/27,nyc-collection,nyc-collection (#241),read,The second book of this series did not disappoint. My only wish is that the third book was already out!,,,1,0
200776812,Butter,Asako Yuzuki,"Yuzuki, Asako",Polly Barton,"=""0063236400""","=""9780063236400""",3,3.55,Ecco,Hardcover,464,2024,2017,2025/01/20,2024/11/17,,,read,Plot felt a bit unrealistic and ending was a bit lacking.,,,1,0
186074,"The Name of the Wind (The Kingkiller Chronicle, #1)",Patrick Rothfuss,"Rothfuss, Patrick",,"=""075640407X""","=""9780756404079""",5,4.52,Penguin Group DAW,Hardcover,662,2007,2007,2024/09/27,2023/12/14,"favorites, nyc-collection","favorites (#19), nyc-collection (#240)",read,"I couldn’t put this book down! Every word seemed really purposefully chosen and though the book had stories, it felt like an extended prequel. I will immediately start the next book and will join the large swaths of fans waiting for the third! One of my favorites from this year",,,1,0
77566,"Hyperion (Hyperion Cantos, #1)",Dan Simmons,"Simmons, Dan",,"=""0553283685""","=""9780553283686""",0,4.27,Bantam Doubleday Dell Publishing Group,Mass Market Paperback,500,1990,1989,,2023/08/10,"to-read, nyc-collection","to-read (#76), nyc-collection (#239)",to-read,,,,0,0
202776726,Alien Clay,Adrian Tchaikovsky,"Tchaikovsky, Adrian",,"=""0316578975""","=""9780316578974""",0,4.03,Orbit,Paperback,432,2024,2024,,2025/01/19,to-read,to-read (#287),to-read,,,,0,0
37941670,"The Expert System's Brother (Expert System, #1)",Adrian Tchaikovsky,"Tchaikovsky, Adrian",,"=""1250197562""","=""9781250197566""",0,3.93,Tordotcom,Paperback,167,2018,2018,,2025/01/19,to-read,to-read (#286),to-read,,,,0,0
50663061,"The Expert System’s Champion (Expert System, #2)",Adrian Tchaikovsky,"Tchaikovsky, Adrian",,"=""""","=""""",0,4.01,Tor Books,Kindle Edition,194,2021,2021,,2025/01/19,to-read,to-read (#285),to-read,,,,0,0
61818338,The Emperor's Soul - The 10th Anniversary Special Edition,Brandon Sanderson,"Sanderson, Brandon",,"=""1616964022""","=""9781616964023""",0,4.38,Tachyon Publications,Paperback,192,2022,2012,,2025/01/19,to-read,to-read (#284),to-read,,,,0,0
60617128,"The Last Wish (The Witcher, #1)",Andrzej Sapkowski,"Sapkowski, Andrzej",Danusia Stok,"=""0316452467""","=""9780316452465""",0,4.14,Orbit,Paperback,352,2022,1993,,2025/01/19,to-read,to-read (#283),to-read,,,,0,0
49021976,"Rhythm of War (The Stormlight Archive, #4)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765326388""","=""9780765326386""",5,4.61,Tor Books,Hardcover,1232,2020,2020,2025/01/15,2024/12/07,,,read,This book was really fun because it dove deeper into the fabric of the world and had a lot of character development. I’m excited for what I’m sure will be an explosive book 5!,,,1,0
50623864,The Invisible Life of Addie LaRue,Victoria E. Schwab,"Schwab, Victoria E.",,"=""0765387565""","=""9780765387561""",0,4.18,Tor Books,Hardcover,448,2020,2020,,2025/01/11,"to-read, nyc-collection","to-read (#282), nyc-collection (#238)",to-read,,,,0,0
6453877,"Moby-Dick; or, the Whale",Herman Melville,"Melville, Herman","Nathaniel Philbrick, Tony Millionaire","=""0143105957""","=""9780143105954""",0,3.56,Penguin Classics,Paperback,625,2009,1851,,2011/08/26,"to-read, top-100-book-poster, nyc-collection","to-read (#2), top-100-book-poster (#90), nyc-collection (#237)",to-read,,,,0,0
41795733,Range: Why Generalists Triumph in a Specialized World,David   Epstein,"Epstein, David",,"=""0735214484""","=""9780735214484""",0,4.13,Riverhead Books,Hardcover,339,2019,2019,,2025/01/09,,,read,,,,1,0
63068384,Tress of the Emerald Sea,Brandon Sanderson,"Sanderson, Brandon",Howard Lyon,"=""1250899656""","=""9781250899651""",0,4.36,Tor Books,Hardcover,369,2023,2023,,2025/01/06,to-read,to-read (#281),to-read,,,,0,0
54511226,"Dawnshard (The Stormlight Archive, #3.5)",Brandon Sanderson,"Sanderson, Brandon",,"=""193857026X""","=""""",5,4.38,Dragonsteel Entertainment,Kindle Edition,171,2020,2020,2025/01/06,2024/12/07,,,read,"Though I’ve enjoyed each of the novellas in this series, this one was by far my favorite. The main character, Rysn, was featured in an interlude in a previous book and was super compelling. Reading her quest was exciting and the growth of the character was really noticeable.",,,1,0
199798179,The Ministry of Time,Kaliane Bradley,"Bradley, Kaliane",,"=""1668045141""","=""9781668045145""",0,3.60,Avid Reader Press / Simon & Schuster,Hardcover,339,2024,2024,,2025/01/06,to-read,to-read (#280),to-read,,,,0,0
34002132,"Oathbringer (The Stormlight Archive, #3)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",5,4.62,Tor Books,Hardcover,1248,2017,2017,2025/01/05,2024/12/07,,,read,This world keeps growing and getting better with every book.,,,1,0
17837762,Uzumaki,Junji Ito,"Ito, Junji",Yuji Oniki,"=""1421561328""","=""9781421561325""",1,4.45,VIZ Media,Hardcover,653,2013,2000,,2023/11/15,,,read,,,,1,0
198112144,Service Model,Adrian Tchaikovsky,"Tchaikovsky, Adrian",,"=""1250290295""","=""9781250290298""",3,4.05,Tor Books,Kindle Edition,373,2024,2024,2024/12/21,2024/06/17,,,read,The robot apocalypse he envisions feels scarily realistic ,,,1,0
210223811,Katabasis,R.F. Kuang,"Kuang, R.F.",,"=""""","=""""",0,4.16,HarperVoyager,Kindle Edition,400,2025,2025,,2024/12/18,to-read,to-read (#279),to-read,,,,0,0
59924,The Lathe of Heaven,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""0060512741""","=""9780060512743""",0,4.13,Harper Perennial Modern Classics,Paperback,176,2003,1971,,2024/12/18,to-read,to-read (#278),to-read,,,,0,0
34703445,"Edgedancer (The Stormlight Archive, #2.5)",Brandon Sanderson,"Sanderson, Brandon",,"=""1250166543""","=""9781250166548""",4,4.16,Tor Books,Hardcover,272,2017,2016,2024/12/17,2024/12/07,,,read,"Lift isn’t as interesting to me as other characters in the storm light archive, as the childishness gets in the way. I’m excited to hear more about her deal though!",,,1,0
123429195,That's Not My Name,Megan Lally,"Lally, Megan",,"=""1728270111""","=""9781728270111""",4,4.07,Sourcebooks Fire,Paperback,297,2023,2023,2024/12/15,2024/11/28,,,read,Lots of twists in an edge of your seat mystery,,,1,0
58438207,Ogres,Adrian Tchaikovsky,"Tchaikovsky, Adrian",,"=""1786185288""","=""9781786185280""",3,4.23,Solaris,Hardcover,159,2022,2022,2024/12/14,2024/12/13,,,read,"This book had a lot of twists and I enjoyed the story, but I hate the second person narration.",,,1,0
10365,Where the Red Fern Grows,Wilson Rawls,"Rawls, Wilson",,"=""0375806814""","=""9780375806810""",0,4.12,Yearling,Mass Market Paperback,272,2000,1961,,2024/12/13,,,read,,,,1,0
17332218,"Words of Radiance (The Stormlight Archive, #2)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765326361""","=""9780765326362""",5,4.76,Tor Books,Hardcover,1088,2014,2014,2024/12/11,2024/12/07,,,read,This series has me hooked.,,,1,0
199372731,Eruption,Michael Crichton,"Crichton, Michael",James  Patterson,"=""0316565083""","=""9780316565080""",2,3.79,"Little, Brown and Company",Kindle Edition,423,2024,2024,2024/12/11,2024/11/30,,,read,"Story was interesting but the writing was choppy and erratic, with some elements that took me out of the book",,,1,0
57339039,"Kalyna the Soothsayer (Failures of Four Kingdoms, #1)",Elijah Kinch Spector,"Spector, Elijah Kinch",,"=""1645660389""","=""9781645660385""",0,3.60,Erewhon Books,Hardcover,464,2022,2022,,2024/12/10,"to-read, nyc-collection","to-read (#277), nyc-collection (#235)",to-read,,,,0,0
143948653,The Sleepless,Victor Manibo,"Manibo, Victor",,"=""1645660710""","=""9781645660712""",0,3.51,Kensington,Paperback,400,2023,2022,,2024/12/10,"to-read, nyc-collection","to-read (#276), nyc-collection (#234)",to-read,,,,0,0
1,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",J.K. Rowling,"Rowling, J.K.",,"=""""","=""""",5,4.58,Scholastic Inc,Paperback,652,2006,2005,,2023/09/12,"home-collection, nyc-collection","home-collection (#43), nyc-collection (#233)",read,,,,1,0
136251,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",J.K. Rowling,"Rowling, J.K.",,"=""""","=""""",5,4.62,Arthur A. Levine Books,Hardcover,759,2007,2007,,2023/09/12,"home-collection, nyc-collection","home-collection (#44), nyc-collection (#232)",read,,,,1,0
59089930,Trust,Diaz  Hernan,"Hernan, Diaz",,"=""0593541545""","=""9780593541548""",5,3.82,RANDOM HOUSE US,Paperback,402,2022,2022,2023/09/18,2023/05/29,nyc-collection,nyc-collection (#231),read,,,,1,0
13573236,The Racketeer,John Grisham,"Grisham, John",,"=""0385535144""","=""9780385535144""",5,3.89,Doubleday,Hardcover,340,2012,2012,,2023/02/02,nyc-collection,nyc-collection (#230),read,,,,1,0
123224254,"Mistborn: The Final Empire (Mistborn, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",0,4.49,Tor Books,Kindle Edition,558,2010,2006,,2024/12/04,to-read,to-read (#275),to-read,,,,0,0
59999991,Klara and the Sun,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""0593311299""","=""9780593311295""",3,3.74,Vintage,Paperback,303,2022,2021,2024/12/03,2023/10/10,home-collection,home-collection (#52),read,"I enjoyed the writing but I felt like nothing really happened. I spent the whole book waiting for the main plot to reveal itself and it turned out the background was really all the book had to offer. Unique perspective,  but I think I’m done with this author.",,,1,0
543103,"Generation Kill: Devil Dogs, Iceman, Captain America, and the New Face of American War",Evan Wright,"Wright, Evan",,"=""042520040X""","=""9780425200407""",0,4.29,Berkley Caliber,Paperback,354,2005,2004,,2024/12/01,to-read,to-read (#274),to-read,,,,0,0
35519101,"Rogue Protocol (The Murderbot Diaries, #3)",Martha Wells,"Wells, Martha",,"=""1250191785""","=""9781250191786""",4,4.25,Tor.com,Hardcover,158,2018,2018,2024/11/30,2024/11/29,,,read,,,,1,0
44421460,"Before the Coffee Gets Cold (Before the Coffee Gets Cold, #1)",Toshikazu Kawaguchi,"Kawaguchi, Toshikazu",Geoffrey Trousselot,"=""1529029589""","=""9781529029581""",0,3.67,Picador,Paperback,213,2019,2015,,2024/11/30,to-read,to-read (#273),to-read,,,,0,0
36223860,"Artificial Condition (The Murderbot Diaries, #2)",Martha Wells,"Wells, Martha",,"=""""","=""""",4,4.26,Tor.com,Hardcover,158,2018,2018,2024/11/29,2024/11/25,,,read,I enjoyed the connection with ART but thought this book was a bit less interesting than the first one,,,1,0
830,Snow Crash,Neal Stephenson,"Stephenson, Neal",,"=""0553380958""","=""9780553380958""",4,4.02,Bantam Books,Paperback,438,2000,1992,2024/11/29,2024/02/24,,,read,Solid cyberpunk novel,,,1,0
130490628,John Dies at the End,David  Wong,"Wong, David",,"=""""","=""""",0,3.87,St. Martin's Griffin,Paperback,480,2010,2007,,2024/11/24,to-read,to-read (#272),to-read,,,,0,0
1869,Nickel and Dimed: On (Not) Getting By in America,Barbara Ehrenreich,"Ehrenreich, Barbara",,"=""0805063897""","=""9780805063899""",0,3.65,Owl Books (Henry Holt),Paperback,240,2002,2001,,2024/11/23,,,read,,,,1,0
4982,The Sirens of Titan,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",Chris     Moore,"=""""","=""""",4,4.15,Gollancz,Paperback,224,1999,1959,2024/11/21,2023/05/24,,,read,Goofy and enjoyable in his distinct style.,,,1,0
406373,Faust,Johann Wolfgang von Goethe,"Goethe, Johann Wolfgang von",Walter Kaufmann,"=""0385031149""","=""9780385031141""",0,3.86,Anchor,Paperback,503,1962,1808,,2023/10/19,"to-read, top-100-book-poster","to-read (#138), top-100-book-poster (#96)",to-read,,,,0,0
57806251,"Poirot Investigates (Hercule Poirot, #3)",Agatha Christie,"Christie, Agatha",,"=""1736062883""","=""9781736062883""",3,3.91,Warbler Classics,Paperback,191,2020,1924,2024/11/18,2024/11/16,"griff-leah-book-club, nyc-collection","griff-leah-book-club (#27), nyc-collection (#229)",read,"I love Agatha Christie but the short story format isn’t as suited to Poirot, who just comes off as a jerk. I also really prefer the more in depth stories of a longer work for mystery ",,,1,0
60012535,Always Coming Home,Ursula K. Le Guin,"Guin, Ursula K. Le",Shruti Swamy,"=""0358726921""","=""9780358726920""",0,4.06,Harper Perennial,Paperback,640,2023,1985,,2024/11/17,to-read,to-read (#271),to-read,,,,0,0
33574273,"A Wrinkle in Time (Time Quintet, #1)",Madeleine L'Engle,"L'Engle, Madeleine",,"=""1250153271""","=""9781250153272""",3,3.98,Square Fish,Paperback,218,2017,1962,2024/11/15,2024/09/02,nyc-collection,nyc-collection (#220),read,"I think this is a book I would’ve really liked had I read it as a kid, but wasn’t as suited to me now",,,1,0
27161156,Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,J.D. Vance,"Vance, J.D.",,"=""""","=""""",4,3.85,Harper,Hardcover,264,2016,2016,2019/02/26,2024/07/16,,,read,,,,1,0
190165394,"All Systems Red (The Murderbot Diaries, #1)",Martha Wells,"Wells, Martha",,"=""""","=""""",5,4.13,Tordotcom,Kindle Edition,156,2017,2017,2024/11/12,2024/05/25,griff-leah-book-club,griff-leah-book-club (#26),read,A cute but short story about sentience in robots,,,1,0
7235533,"The Way of Kings (The Stormlight Archive, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765326353""","=""9780765326355""",5,4.67,Tor Books,Hardcover,1007,2010,2010,2024/11/11,2024/11/08,,,read,"Spectacular - took a little while to get into but once I was in, man was this book good. Looking forward to reading the next one!",,,1,0
32777861,"Moonshine, Vol. 1",Brian Azzarello,"Azzarello, Brian",Eduardo Risso,"=""1534300643""","=""9781534300644""",3,3.41,Image Comics,Paperback,144,2017,2017,2024/11/10,2024/08/16,nyc-collection,nyc-collection (#203),read,,,,1,0
15737245,"Thief of Thieves, Vol. 1: ""I Quit.""",Robert Kirkman,"Kirkman, Robert","Nick Spencer, Shawn Martinbrough, Felix Serrano","=""1607065924""","=""9781607065920""",5,3.79,Image Comics,Paperback,152,2012,2012,2024/11/10,2024/08/16,nyc-collection,nyc-collection (#204),read,,,,1,0
58321103,"The Watchers (The Watchers, #1)",A.M. Shine,"Shine, A.M.",,"=""1801102120""","=""9781801102124""",0,3.90,Head of Zeus,Hardcover,310,2021,2021,,2024/11/10,to-read,to-read (#270),to-read,,,,0,0
34975040,"Redneck, Vol. 1: Deep in the Heart",Donny Cates,"Cates, Donny","Lisandro Estherren, Dee Cunniffe","=""1534303316""","=""9781534303317""",5,3.82,Image Comics,Paperback,128,2017,2017,2024/11/10,2024/08/16,nyc-collection,nyc-collection (#202),read,,,,1,0
6088007,"Neuromancer (Sprawl, #1)",William Gibson,"Gibson, William",,"=""110114646X""","=""9781101146460""",3,3.89,Ace,Kindle Edition,288,2007,1984,2024/11/04,2024/08/24,,,read,,,,1,0
209786389,Framed: Astonishing True Stories of Wrongful Convictions,John Grisham,"Grisham, John",Jim McCloskey,"=""0385550448""","=""9780385550444""",4,4.15,Doubleday,Hardcover,368,2024,2024,2024/11/01,2024/10/26,nyc-collection,nyc-collection (#224),read,Good but hard to read because of the subject matter.,,,1,0
123136728,Orbital,Samantha Harvey,"Harvey, Samantha",,"=""0802161545""","=""9780802161543""",0,3.62,Atlantic Monthly Press,Hardcover,207,2023,2023,,2024/10/26,to-read,to-read (#269),to-read,,,,0,0
61686016,"The Wager: A Tale of Shipwreck, Mutiny and Murder",David Grann,"Grann, David",,"=""0593678257""","=""9780593678251""",4,4.18,Random House Large Print,Paperback,493,2023,2023,2023/12/05,2023/11/11,nyc-collection,nyc-collection (#222),read,,,,1,0
63068377,The Frugal Wizard's Handbook for Surviving Medieval England,Brandon Sanderson,"Sanderson, Brandon",,"=""1250899672""","=""9781250899675""",3,3.77,Tor Books,Hardcover,366,2023,2023,2024/10/26,2024/02/03,,,read,Pretty goofy. Funny and enjoyable enough ,,,1,0
52439531,"The Inheritance Games (The Inheritance Games, #1)",Jennifer Lynn Barnes,"Barnes, Jennifer Lynn",,"=""1368052401""","=""9781368052405""",4,4.14,"Little, Brown Books for Young Readers",Hardcover,386,2020,2020,2024/10/22,2024/08/05,,,read,,,,1,0
197715421,The Last Murder at the End of the World,Stuart Turton,"Turton, Stuart",,"=""""","=""""",3,3.67,Sourcebooks Landmark,Kindle Edition,368,2024,2024,,2024/06/17,,,read,Solid mystery with an unusual premise ,,,1,0
28111713,The Long Walk,Richard  Bachman,"Bachman, Richard",Stephen        King,"=""150114426X""","=""9781501144264""",0,4.07,Scribner,Paperback,320,2016,1978,,2024/10/08,to-read,to-read (#268),to-read,,,,0,0
206306734,Starling House,Alix E. Harrow,"Harrow, Alix E.",,"=""1250799066""","=""9781250799067""",0,3.80,Tor Books,Paperback,336,2024,2023,,2024/10/08,to-read,to-read (#267),to-read,,,,0,0
23995368,Station Eleven,Emily St. John Mandel,"Mandel, Emily St. John",,"=""0804172447""","=""9780804172448""",0,4.07,Vintage,Paperback,336,2015,2014,,2024/09/28,,,read,,,,1,0
7244,The Poisonwood Bible,Barbara Kingsolver,"Kingsolver, Barbara",,"=""0060786507""","=""9780060786502""",0,4.10,Harper Perennial Modern Classics,Paperback,546,2005,1998,,2023/10/19,"to-read, top-100-book-poster, home-collection","to-read (#110), top-100-book-poster (#34), home-collection (#59)",to-read,,,,0,0
1822577,Carnegie,Peter Krass,"Krass, Peter",,"=""0471386308""","=""9780471386308""",0,4.12,Trade Paper Press,Hardcover,612,2002,2002,,2024/10/07,"to-read, home-collection","to-read (#266), home-collection (#58)",to-read,,,,0,0
8192278,"Autobiography of Mark Twain, Volume 1: The Complete and Authoritative Edition",Mark Twain,"Twain, Mark","Harriet E. Smith, Benjamin Griffin, Victor Fischer, Michael B. Frank, Sharon K. Goetz, Leslie Diane Myrick","=""0520267192""","=""9780520267190""",0,3.80,University of California Press,Hardcover,736,2010,2010,,2024/10/07,"to-read, home-collection","to-read (#265), home-collection (#57)",to-read,,,,0,0
947560,The Perfect Storm: A True Story of Men Against the Sea,Sebastian Junger,"Junger, Sebastian",,"=""039304016X""","=""9780393040166""",0,4.11,W.W. Norton,Hardcover,227,1997,1997,,2024/10/07,"to-read, home-collection","to-read (#264), home-collection (#56)",to-read,,,,0,0
15310,"The Lord of the Rings (The Lord of the Rings, #1-3)",J.R.R. Tolkien,"Tolkien, J.R.R.",,"=""0739409557""","=""9780739409558""",0,4.54,Houghton Mifflin,Hardcover,1216,1993,1955,,2024/10/07,"to-read, home-collection","to-read (#263), home-collection (#55)",to-read,,,,0,0
30165203,American Gods,Neil Gaiman,"Gaiman, Neil",,"=""""","=""""",4,4.11,William Morrow,Kindle Edition,635,2011,2001,2023/03/02,2023/02/18,home-collection,home-collection (#54),read,,,,1,0
157265081,"The Narrow Road Between Desires (The Kingkiller Chronicle, #0.6)",Patrick Rothfuss,"Rothfuss, Patrick",Nate Taylor,"=""0756419182""","=""9780756419189""",4,4.05,DAW,ebook,240,2023,2023,2024/10/07,2024/10/05,,,read,"I liked this novella a lot more than the last one. It had a plot and characters that interacted with others rather than inanimate characters, which was a plus, and Bast was an interesting character from NOTW.",,,1,0
166997,Stoner,John  Williams,"Williams, John",John McGahern,"=""1590171993""","=""9781590171998""",0,4.35,New York Review Books,Paperback,292,2006,1965,,2024/10/07,to-read,to-read (#262),to-read,,,,0,0
21535271,"The Slow Regard of Silent Things (The Kingkiller Chronicle, #2.5)",Patrick Rothfuss,"Rothfuss, Patrick",Nate Taylor,"=""0756410436""","=""9780756410438""",2,3.87,DAW Books,Hardcover,159,2014,2014,2024/10/05,2024/10/04,,,read,"This was weird and didn’t feel as if it had much of a plot. Didn’t enjoy this at all, which is a bummer because I liked the character from the Kingkiller Chronicles. ",,,1,0
138505710,Doppelganger: A Trip into the Mirror World,Naomi Klein,"Klein, Naomi",,"=""0374610320""","=""9780374610326""",1,4.21,"Farrar, Straus and Giroux",Hardcover,416,2023,2023,2024/09/20,2024/08/18,,,read,"This was hard to read. Very disjointed with lots of ideas and little organization, the central tie in of dopplegangers just didn’t seem to do enough to make this feel coherent.",,,1,0
